scenarioId,flow,itemId,voiceId,exposureType,implementationState,gapAssumptionMs,sequenceOrder,cueKeys,scripts,assetCount,estimatedSpeechMs,estimatedTotalMs,countdownStartsAtMs,audibleGoAtMs,budgetClass,targetMs,hardMaxMs,passesTarget,passesHardMax,notes
training-supported-hip-flexor-stretch-repeat-clara-gap250,training,supported-hip-flexor-stretch,clara,repeat_instructions,implementation_required_before_preview,250,1;2;3,ex-supported-hip-flexor-stretch-first-v21;side-hip-flexor-left-forward-v21;target-supported-hip-flexor-stretch-v21,Supported hip-flexor stretch. Keep fingertips near support.;Step your left foot forward and shift gently into the stretch.;Hold for [duration].,3,9180,9680,9680,12680,repeat_instructions,10000,14000,true,true,No set count.
training-supported-hip-flexor-stretch-repeat-marcus-gap0,training,supported-hip-flexor-stretch,marcus,repeat_instructions,implementation_required_before_preview,0,1;2;3,ex-supported-hip-flexor-stretch-first-v21;side-hip-flexor-left-forward-v21;target-supported-hip-flexor-stretch-v21,Supported hip-flexor stretch. Keep fingertips near support.;Step your left foot forward and shift gently into the stretch.;Hold for [duration].,3,8960,8960,8960,11960,repeat_instructions,10000,14000,true,true,No set count.
training-supported-hip-flexor-stretch-repeat-marcus-gap100,training,supported-hip-flexor-stretch,marcus,repeat_instructions,implementation_required_before_preview,100,1;2;3,ex-supported-hip-flexor-stretch-first-v21;side-hip-flexor-left-forward-v21;target-supported-hip-flexor-stretch-v21,Supported hip-flexor stretch. Keep fingertips near support.;Step your left foot forward and shift gently into the stretch.;Hold for [duration].,3,8960,9160,9160,12160,repeat_instructions,10000,14000,true,true,No set count.
training-supported-hip-flexor-stretch-repeat-marcus-gap250,training,supported-hip-flexor-stretch,marcus,repeat_instructions,implementation_required_before_preview,250,1;2;3,ex-supported-hip-flexor-stretch-first-v21;side-hip-flexor-left-forward-v21;target-supported-hip-flexor-stretch-v21,Supported hip-flexor stretch. Keep fingertips near support.;Step your left foot forward and shift gently into the stretch.;Hold for [duration].,3,8960,9460,9460,12460,repeat_instructions,10000,14000,true,true,No set count.
training-supported-hip-flexor-stretch-tracking-recovery-clara-gap0,training,supported-hip-flexor-stretch,clara,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5160,5160,8160,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-hip-flexor-stretch-tracking-recovery-clara-gap100,training,supported-hip-flexor-stretch,clara,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5260,5260,8260,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-hip-flexor-stretch-tracking-recovery-clara-gap250,training,supported-hip-flexor-stretch,clara,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5410,5410,8410,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-hip-flexor-stretch-tracking-recovery-marcus-gap0,training,supported-hip-flexor-stretch,marcus,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5040,5040,8040,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-hip-flexor-stretch-tracking-recovery-marcus-gap100,training,supported-hip-flexor-stretch,marcus,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5140,5140,8140,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-hip-flexor-stretch-tracking-recovery-marcus-gap250,training,supported-hip-flexor-stretch,marcus,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5290,5290,8290,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-hip-flexor-stretch-pause-resume-clara-gap0,training,supported-hip-flexor-stretch,clara,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-supported-hip-flexor-stretch-pause-resume-clara-gap100,training,supported-hip-flexor-stretch,clara,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-supported-hip-flexor-stretch-pause-resume-clara-gap250,training,supported-hip-flexor-stretch,clara,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-supported-hip-flexor-stretch-pause-resume-marcus-gap0,training,supported-hip-flexor-stretch,marcus,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-supported-hip-flexor-stretch-pause-resume-marcus-gap100,training,supported-hip-flexor-stretch,marcus,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-supported-hip-flexor-stretch-pause-resume-marcus-gap250,training,supported-hip-flexor-stretch,marcus,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-supported-side-step-first-use-cold-clara-gap0,training,supported-side-step,clara,first_use_cold_equipment,implementation_required_before_preview,0,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10620,10620,10620,13620,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-supported-side-step-first-use-cold-clara-gap100,training,supported-side-step,clara,first_use_cold_equipment,implementation_required_before_preview,100,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10620,10820,10820,13820,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-supported-side-step-first-use-cold-clara-gap250,training,supported-side-step,clara,first_use_cold_equipment,implementation_required_before_preview,250,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10620,11120,11120,14120,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-supported-side-step-first-use-cold-marcus-gap0,training,supported-side-step,marcus,first_use_cold_equipment,implementation_required_before_preview,0,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10360,10360,10360,13360,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-supported-side-step-first-use-cold-marcus-gap100,training,supported-side-step,marcus,first_use_cold_equipment,implementation_required_before_preview,100,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10360,10560,10560,13560,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-supported-side-step-first-use-cold-marcus-gap250,training,supported-side-step,marcus,first_use_cold_equipment,implementation_required_before_preview,250,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10360,10860,10860,13860,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-supported-side-step-first-use-warm-clara-gap0,training,supported-side-step,clara,first_use_after_family_introduced,implementation_required_before_preview,0,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10620,10620,10620,13620,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-supported-side-step-first-use-warm-clara-gap100,training,supported-side-step,clara,first_use_after_family_introduced,implementation_required_before_preview,100,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10620,10820,10820,13820,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-supported-side-step-first-use-warm-clara-gap250,training,supported-side-step,clara,first_use_after_family_introduced,implementation_required_before_preview,250,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10620,11120,11120,14120,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-supported-side-step-first-use-warm-marcus-gap0,training,supported-side-step,marcus,first_use_after_family_introduced,implementation_required_before_preview,0,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10360,10360,10360,13360,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-supported-side-step-first-use-warm-marcus-gap100,training,supported-side-step,marcus,first_use_after_family_introduced,implementation_required_before_preview,100,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10360,10560,10560,13560,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-supported-side-step-first-use-warm-marcus-gap250,training,supported-side-step,marcus,first_use_after_family_introduced,implementation_required_before_preview,250,1;2;3,ex-supported-side-step-first-v21;final-position-set-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;You're set.;Move for thirty seconds.",3,10360,10860,10860,13860,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-supported-side-step-later-set-clara-gap0,training,supported-side-step,clara,later_set_same_side_context,implementation_required_before_preview,0,1;2,ex-supported-side-step-next-v21;target-supported-side-step-v21,Supported side step.;Move for thirty seconds.,2,3360,3360,3360,6360,later_set_reminder,4000,6000,true,true,No total set count.
training-supported-side-step-later-set-clara-gap100,training,supported-side-step,clara,later_set_same_side_context,implementation_required_before_preview,100,1;2,ex-supported-side-step-next-v21;target-supported-side-step-v21,Supported side step.;Move for thirty seconds.,2,3360,3460,3460,6460,later_set_reminder,4000,6000,true,true,No total set count.
training-supported-side-step-later-set-clara-gap250,training,supported-side-step,clara,later_set_same_side_context,implementation_required_before_preview,250,1;2,ex-supported-side-step-next-v21;target-supported-side-step-v21,Supported side step.;Move for thirty seconds.,2,3360,3610,3610,6610,later_set_reminder,4000,6000,true,true,No total set count.
training-supported-side-step-later-set-marcus-gap0,training,supported-side-step,marcus,later_set_same_side_context,implementation_required_before_preview,0,1;2,ex-supported-side-step-next-v21;target-supported-side-step-v21,Supported side step.;Move for thirty seconds.,2,3290,3290,3290,6290,later_set_reminder,4000,6000,true,true,No total set count.
training-supported-side-step-later-set-marcus-gap100,training,supported-side-step,marcus,later_set_same_side_context,implementation_required_before_preview,100,1;2,ex-supported-side-step-next-v21;target-supported-side-step-v21,Supported side step.;Move for thirty seconds.,2,3290,3390,3390,6390,later_set_reminder,4000,6000,true,true,No total set count.
training-supported-side-step-later-set-marcus-gap250,training,supported-side-step,marcus,later_set_same_side_context,implementation_required_before_preview,250,1;2,ex-supported-side-step-next-v21;target-supported-side-step-v21,Supported side step.;Move for thirty seconds.,2,3290,3540,3540,6540,later_set_reminder,4000,6000,true,true,No total set count.
training-supported-side-step-side-change-clara-gap0,training,supported-side-step,clara,side_change_path,implementation_required_before_preview,0,1,ex-supported-side-step-next-v21,Supported side step.,1,1500,1500,1500,4500,later_set_reminder,4000,6000,true,true,Not side-specific.
training-supported-side-step-side-change-clara-gap100,training,supported-side-step,clara,side_change_path,implementation_required_before_preview,100,1,ex-supported-side-step-next-v21,Supported side step.,1,1500,1500,1500,4500,later_set_reminder,4000,6000,true,true,Not side-specific.
training-supported-side-step-side-change-clara-gap250,training,supported-side-step,clara,side_change_path,implementation_required_before_preview,250,1,ex-supported-side-step-next-v21,Supported side step.,1,1500,1500,1500,4500,later_set_reminder,4000,6000,true,true,Not side-specific.
training-supported-side-step-side-change-marcus-gap0,training,supported-side-step,marcus,side_change_path,implementation_required_before_preview,0,1,ex-supported-side-step-next-v21,Supported side step.,1,1470,1470,1470,4470,later_set_reminder,4000,6000,true,true,Not side-specific.
training-supported-side-step-side-change-marcus-gap100,training,supported-side-step,marcus,side_change_path,implementation_required_before_preview,100,1,ex-supported-side-step-next-v21,Supported side step.,1,1470,1470,1470,4470,later_set_reminder,4000,6000,true,true,Not side-specific.
training-supported-side-step-side-change-marcus-gap250,training,supported-side-step,marcus,side_change_path,implementation_required_before_preview,250,1,ex-supported-side-step-next-v21,Supported side step.,1,1470,1470,1470,4470,later_set_reminder,4000,6000,true,true,Not side-specific.
training-supported-side-step-repeat-clara-gap0,training,supported-side-step,clara,repeat_instructions,implementation_required_before_preview,0,1;2,ex-supported-side-step-first-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;Move for thirty seconds.",2,9480,9480,9480,12480,repeat_instructions,10000,14000,true,true,No set count.
training-supported-side-step-repeat-clara-gap100,training,supported-side-step,clara,repeat_instructions,implementation_required_before_preview,100,1;2,ex-supported-side-step-first-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;Move for thirty seconds.",2,9480,9580,9580,12580,repeat_instructions,10000,14000,true,true,No set count.
training-supported-side-step-repeat-clara-gap250,training,supported-side-step,clara,repeat_instructions,implementation_required_before_preview,250,1;2,ex-supported-side-step-first-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;Move for thirty seconds.",2,9480,9730,9730,12730,repeat_instructions,10000,14000,true,true,No set count.
training-supported-side-step-repeat-marcus-gap0,training,supported-side-step,marcus,repeat_instructions,implementation_required_before_preview,0,1;2,ex-supported-side-step-first-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;Move for thirty seconds.",2,9240,9240,9240,12240,repeat_instructions,10000,14000,true,true,No set count.
training-supported-side-step-repeat-marcus-gap100,training,supported-side-step,marcus,repeat_instructions,implementation_required_before_preview,100,1;2,ex-supported-side-step-first-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;Move for thirty seconds.",2,9240,9340,9340,12340,repeat_instructions,10000,14000,true,true,No set count.
training-supported-side-step-repeat-marcus-gap250,training,supported-side-step,marcus,repeat_instructions,implementation_required_before_preview,250,1;2,ex-supported-side-step-first-v21;target-supported-side-step-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.;Move for thirty seconds.",2,9240,9490,9490,12490,repeat_instructions,10000,14000,true,true,No set count.
training-supported-side-step-tracking-recovery-clara-gap0,training,supported-side-step,clara,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5160,5160,8160,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-side-step-tracking-recovery-clara-gap100,training,supported-side-step,clara,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5260,5260,8260,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-side-step-tracking-recovery-clara-gap250,training,supported-side-step,clara,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5410,5410,8410,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-side-step-tracking-recovery-marcus-gap0,training,supported-side-step,marcus,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5040,5040,8040,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-side-step-tracking-recovery-marcus-gap100,training,supported-side-step,marcus,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5140,5140,8140,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-side-step-tracking-recovery-marcus-gap250,training,supported-side-step,marcus,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5290,5290,8290,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-supported-side-step-pause-resume-clara-gap0,training,supported-side-step,clara,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-supported-side-step-pause-resume-clara-gap100,training,supported-side-step,clara,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-supported-side-step-pause-resume-clara-gap250,training,supported-side-step,clara,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-supported-side-step-pause-resume-marcus-gap0,training,supported-side-step,marcus,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-supported-side-step-pause-resume-marcus-gap100,training,supported-side-step,marcus,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-supported-side-step-pause-resume-marcus-gap250,training,supported-side-step,marcus,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-thoracic-rotation-first-use-cold-clara-gap0,training,thoracic-rotation,clara,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10620,10620,10620,13620,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-thoracic-rotation-first-use-cold-clara-gap100,training,thoracic-rotation,clara,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10620,10820,10820,13820,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-thoracic-rotation-first-use-cold-clara-gap250,training,thoracic-rotation,clara,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10620,11120,11120,14120,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-thoracic-rotation-first-use-cold-marcus-gap0,training,thoracic-rotation,marcus,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10360,10360,10360,13360,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-thoracic-rotation-first-use-cold-marcus-gap100,training,thoracic-rotation,marcus,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10360,10560,10560,13560,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-thoracic-rotation-first-use-cold-marcus-gap250,training,thoracic-rotation,marcus,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10360,10860,10860,13860,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-thoracic-rotation-first-use-warm-clara-gap0,training,thoracic-rotation,clara,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10620,10620,10620,13620,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-thoracic-rotation-first-use-warm-clara-gap100,training,thoracic-rotation,clara,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10620,10820,10820,13820,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-thoracic-rotation-first-use-warm-clara-gap250,training,thoracic-rotation,clara,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10620,11120,11120,14120,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-thoracic-rotation-first-use-warm-marcus-gap0,training,thoracic-rotation,marcus,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10360,10360,10360,13360,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-thoracic-rotation-first-use-warm-marcus-gap100,training,thoracic-rotation,marcus,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10360,10560,10560,13560,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-thoracic-rotation-first-use-warm-marcus-gap250,training,thoracic-rotation,marcus,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-thoracic-rotation-first-v21;final-position-set-v21;target-thoracic-rotation-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.;You're set.;Move for thirty seconds.",3,10360,10860,10860,13860,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-thoracic-rotation-later-set-clara-gap0,training,thoracic-rotation,clara,later_set_same_side_context,ready_after_audio_generation,0,1;2,ex-thoracic-rotation-next-v21;target-thoracic-rotation-v21,Thoracic rotation.;Move for thirty seconds.,2,3000,3000,3000,6000,later_set_reminder,4000,6000,true,true,No total set count.
training-thoracic-rotation-later-set-clara-gap100,training,thoracic-rotation,clara,later_set_same_side_context,ready_after_audio_generation,100,1;2,ex-thoracic-rotation-next-v21;target-thoracic-rotation-v21,Thoracic rotation.;Move for thirty seconds.,2,3000,3100,3100,6100,later_set_reminder,4000,6000,true,true,No total set count.
training-thoracic-rotation-later-set-clara-gap250,training,thoracic-rotation,clara,later_set_same_side_context,ready_after_audio_generation,250,1;2,ex-thoracic-rotation-next-v21;target-thoracic-rotation-v21,Thoracic rotation.;Move for thirty seconds.,2,3000,3250,3250,6250,later_set_reminder,4000,6000,true,true,No total set count.
training-thoracic-rotation-later-set-marcus-gap0,training,thoracic-rotation,marcus,later_set_same_side_context,ready_after_audio_generation,0,1;2,ex-thoracic-rotation-next-v21;target-thoracic-rotation-v21,Thoracic rotation.;Move for thirty seconds.,2,2940,2940,2940,5940,later_set_reminder,4000,6000,true,true,No total set count.
training-thoracic-rotation-later-set-marcus-gap100,training,thoracic-rotation,marcus,later_set_same_side_context,ready_after_audio_generation,100,1;2,ex-thoracic-rotation-next-v21;target-thoracic-rotation-v21,Thoracic rotation.;Move for thirty seconds.,2,2940,3040,3040,6040,later_set_reminder,4000,6000,true,true,No total set count.
training-thoracic-rotation-later-set-marcus-gap250,training,thoracic-rotation,marcus,later_set_same_side_context,ready_after_audio_generation,250,1;2,ex-thoracic-rotation-next-v21;target-thoracic-rotation-v21,Thoracic rotation.;Move for thirty seconds.,2,2940,3190,3190,6190,later_set_reminder,4000,6000,true,true,No total set count.
training-thoracic-rotation-side-change-clara-gap0,training,thoracic-rotation,clara,side_change_path,ready_after_audio_generation,0,1,ex-thoracic-rotation-next-v21,Thoracic rotation.,1,1140,1140,1140,4140,later_set_reminder,4000,6000,true,true,Not side-specific.
training-thoracic-rotation-side-change-clara-gap100,training,thoracic-rotation,clara,side_change_path,ready_after_audio_generation,100,1,ex-thoracic-rotation-next-v21,Thoracic rotation.,1,1140,1140,1140,4140,later_set_reminder,4000,6000,true,true,Not side-specific.
training-thoracic-rotation-side-change-clara-gap250,training,thoracic-rotation,clara,side_change_path,ready_after_audio_generation,250,1,ex-thoracic-rotation-next-v21,Thoracic rotation.,1,1140,1140,1140,4140,later_set_reminder,4000,6000,true,true,Not side-specific.
training-thoracic-rotation-side-change-marcus-gap0,training,thoracic-rotation,marcus,side_change_path,ready_after_audio_generation,0,1,ex-thoracic-rotation-next-v21,Thoracic rotation.,1,1120,1120,1120,4120,later_set_reminder,4000,6000,true,true,Not side-specific.
